user_name,user_product,helpful,funny,post_date,recommend_or_not,game_time,review
M.D. Johnny Five Oh,241,9,1,2018/08/22,Not Recommended,47.0,eh really feel multi-classing lame fact big warrior wear plate armor start cast fireball completely turn fact even bad also strongly dislike physical magic armor system really seem like devs get mad people stun everything divinity original sin aerothurge hydrosophist enough finesse come good way stop fan anymore problem divinity original sin enhance edition still manage play one i'd estimate i'm even halfway do take long time cool still drive slog rest
WamBamShookeran,75,1,0,2018/08/22,Recommended,106.7,great nearly game-breaking flaw decent amount bug playthrough combat mind-numbingly slow story okay imo maybe that's many story go hard fully get one maybe problem tempt go back playthrough i'm interested point hopefully future ready round two playthrough somewhat completionist complete every quest come acrossed apparently take hundred hour pretty long play time long story felt somewhat short stilted perhaps many region map play perhaps slow combat effect rest much really enjoy creative level design ability go thing variety way one playthrough belt i'm sure miss lot extra detail throwaway function breath fresh air expect spirit vision one-and-done limited use mechanic come play time would fix pace combat could vastly improve hopefully either developer modders come solution i'd recommend wait buy sale especially since probably good condition point anyways
Smogen,98,1,0,2018/08/22,Recommended,100.6,absolutely beautiful want great story well several great story many possibility every one whole new set fun fighting system innovative perfect mix real time round base combat tactical time fight moment everybody need kill full sectrets surprise every time play new find new thing favour get
Isander,119,1,0,2018/08/22,Recommended,138.9,another absolutely fantastic strategy rpg title larian i'm love character customization soundtrack combat mechanic especially campaign game's story non-linear new area long list quest go different direction make decision impact character world around
I wan snif panitez,190,2,0,2018/08/23,Recommended,167.9,rally laked da wuz gr8 dep smart insiteful unlak friendz laked culd kil every1 dat kewl
avocado bb,236,1,0,2018/08/23,Recommended,215.2,i've already play 35 hour im even first area edit i'm 171 hour i'm halfway act
A robot i guess,48,4,0,2018/08/23,Recommended,255.8,100 hour yet even get halfway yet many little secret discover place mark come back later create amazing atmosphere suck ok guess
vee,"1,049",1,0,2018/08/24,Recommended,76.2,best rpg ever create think otherwise fite uwu
Ks,133,1,0,2018/08/24,Recommended,154.9,simply amaze divinity outclasses every genre still listen soundtrack youtube i'm look forward content
❀ Nes ❀,142,1,0,2018/08/25,Recommended,155.4,let start say normally write review game unless exceptional lie one exception buy first release good computer actually fully enjoy fast forward recently buy one fully spend time play first seem difficult never play first divinity try learn way around long get familiar story lore someone enjoy care plot rpg's mmorpg's somehow bring story forward interested personally build attatchment character companion continue adventure divinity amazing experience know gem element find compel voice act many actor portray character disappoint time shock amount emotion passion place line dialogue personal favorite voice actor lohse felt go beyond would skim past also big round applause actor put voice animal dungeon rat available throughout combat understanding many tactical aspect combat situation make harrow fun sort way fun experiment different strategy clear particular room enemy face decision could affect whether party make combat alive high-ground low-ground system make particularly mindful pay attention surroundings natural elemental occurences oil poison fire etc keep toe storytelling state paragraph story phenomenal find always wonder would happen next action would affect world line truly one time find relate character rather control truly love way world set mostly everything role play either narrative story contribute feel world world speaking feel world everything establish world felt dynamic alive npc's truly make experience feel real problem seem normal portray sometimes imagine theoretical life npc's treat real people past experience make engross world know good music music excellent many area shift accord environment place dungeon naturally spooky area feeling dread suspensful harrow music help contribute feel music play end fight actually tear even though something hear many time know final area make truly special evoked lot memory emotion overall adventure overall finish first campaign plan finish learn companion choose first see possible route go eventually clear game's amazing big thanks larian studio put masterpiece can't wait definitive edition come many mod keep continuously entertain 10 10
